Job Title,Salary Estimate,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Per hour,Employer Provided,min_sal,max_sal,avg_sal,Ratings,Company text,Remote,City,State,Age_Company,Size_greater_1000,Seniority
Machine Learning Engineer,$62K-$112K (Glassdoor est.),"Mteq
4.0","Fort Belvoir, VA",501 to 1000 employees,1954.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),0,0,62,62,62.0,4.0,Mteq,0,Fort Belvoir,VA,68.0,1,na
Data Scientist,$64K-$108K (Glassdoor est.),"Brillient
3.7","Silver Spring, MD",201 to 500 employees,2006.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,64,64,64.0,3.7,Brillient,0,Silver Spring,MD,16.0,0,na
Senior Data Scientist,$89K-$144K (Glassdoor est.),"Entefy
4.4","Palo Alto, CA",1 to 50 employees,2012.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,89,89,89.0,4.4,Entefy,0,Palo Alto,CA,10.0,0,Sr
Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),"Sunovion
3.5","Marlborough, MA",1001 to 5000 employees,2010.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,109,109,109.0,3.5,Sunovion,0,Marlborough,MA,12.0,0,Sr
Marketing Data Analyst,$35K-$62K (Glassdoor est.),"San Manuel Casino
3.6","Highland, CA",1001 to 5000 employees,1986.0,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,35,35,35.0,3.6,San Manuel Casino,0,Highland,CA,36.0,0,na
Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),"Cboe Global Markets
3.7","Lenexa, KS",501 to 1000 employees,1973.0,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),0,0,61,61,61.0,3.7,Cboe Global Markets,0,Lenexa,KS,49.0,1,na
Data Engineer,$55K-$105K (Glassdoor est.),"Trace3
3.4","Houston, TX",501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),0,0,55,55,55.0,3.4,Trace3,0,Houston,TX,20.0,1,na
Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),"Texas Health Huguley Hospital
4.0","Burleson, TX",1001 to 5000 employees,1977.0,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,0,18,18,18.0,4.0,Texas Health Huguley Hospital,0,Burleson,TX,45.0,0,na
Principal Data Scientist,$135K-$211K (Glassdoor est.),"Northrop Grumman
3.7","San Jose, CA",10000+ employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,135,135,135.0,3.7,Northrop Grumman,0,San Jose,CA,83.0,1,Sr
R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),"Teasdale Latin Foods
2.4","Hoopeston, IL",501 to 1000 employees,-1.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,39,39,39.0,2.4,Teasdale Latin Foods,0,Hoopeston,IL,-1.0,1,na
Data Engineer,$57K-$80K (Glassdoor est.),"Saama Technologies Inc
3.5","Phoenix, AZ",501 to 1000 employees,1997.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,57,57,57.0,3.5,Saama Technologies Inc,0,Phoenix,AZ,25.0,1,na
"Associate Principal Scientist, Pharmacogenomics",$63K-$127K (Glassdoor est.),"AstraZeneca
3.9","Gaithersburg, MD",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,63,63,63.0,3.9,AstraZeneca,0,Gaithersburg,MD,109.0,1,Sr
Data Scientist - Systems Engineering,$50K-$89K (Glassdoor est.),"MITRE
3.2","Bedford, MA",5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),0,0,50,50,50.0,3.2,MITRE,0,Bedford,MA,64.0,1,na
Senior Data Scientist,$82K-$132K (Glassdoor est.),"The David J. Joseph Company
4.4","Cincinnati, OH",201 to 500 employees,1885.0,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,0,0,82,82,82.0,4.4,The David J. Joseph Company,0,Cincinnati,OH,137.0,0,Sr
Data Scientist SR,$85K-$139K (Glassdoor est.),"The Buffalo Group
3.9","Charlottesville, VA",501 to 1000 employees,2010.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,85,85,85.0,3.9,The Buffalo Group,0,Charlottesville,VA,12.0,1,Sr
Data Scientist,$72K-$121K (Glassdoor est.),"CompQsoft
3.4","Washington, DC",51 to 200 employees,1997.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,72,72,72.0,3.4,CompQsoft,0,Washington,DC,25.0,0,na
"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),"Cerus Corporation
2.1","Concord, CA",201 to 500 employees,-1.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,74,74,74.0,2.1,Cerus Corporation,0,Concord,CA,-1.0,0,na
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ employees,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,113,113,113.0,3.7,Takeda Pharmaceuticals,0,Cambridge,MA,241.0,1,na
Data Scientist,$69K-$121K (Glassdoor est.),"Remedy BPCI Partners, LLC.
3.4","New York, NY",201 to 500 employees,2011.0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,69,69,69.0,3.4,"Remedy BPCI Partners, LLC.",0,New York,NY,11.0,0,na
Data Scientist,$71K-$124K (Glassdoor est.),"Strategic Financial Solutions
4.0","New York, NY",501 to 1000 employees,2007.0,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,0,0,71,71,71.0,4.0,Strategic Financial Solutions,0,New York,NY,15.0,1,na
Senior Data Scientist,$97K-$160K (Glassdoor est.),"Maven Wave Partners
4.4","Chicago, IL",201 to 500 employees,2008.0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,97,97,97.0,4.4,Maven Wave Partners,0,Chicago,IL,14.0,0,Sr
Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,81,81.0,2.6,Software Engineering Institute,0,Pittsburgh,PA,38.0,1,Sr
Principal Data Scientist,$150K-$238K (Glassdoor est.),"The Climate Corporation
3.2","San Francisco, CA",501 to 1000 employees,2006.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,150,150,150.0,3.2,The Climate Corporation,0,San Francisco,CA,16.0,1,Sr
Clinical Laboratory Scientist,$24-$39 Per Hour(Glassdoor est.),"Vail Health
3.7","Vail, CO",501 to 1000 employees,1966.0,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,24,24,24.0,3.7,Vail Health,0,Vail,CO,56.0,1,na
"Data Analyst 1, full-time contract worker for up to 12 months",$35K-$65K (Glassdoor est.),"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT",10000+ employees,-1.0,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,35,35,35.0,4.2,The Church of Jesus Christ of Latter-day Saints,0,Salt Lake City,UT,-1.0,1,na
Data Scientist,$77K-$132K (Glassdoor est.),"Crossix Solutions
3.5","New York, NY",201 to 500 employees,2005.0,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,77,77,77.0,3.5,Crossix Solutions,0,New York,NY,17.0,0,na
Data Scientist,$51K-$88K (Glassdoor est.),"Solugenix Corporation
4.3","Phoenix, AZ",201 to 500 employees,1969.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,51,51,51.0,4.3,Solugenix Corporation,0,Phoenix,AZ,53.0,0,na
Data Scientist,$101K-$141K (Glassdoor est.),"West Coast University
2.6","Irvine, CA",10000+ employees,1997.0,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,101,101,101.0,2.6,West Coast University,0,Irvine,CA,25.0,1,na
Data Engineer - Consultant (Charlotte Based),$59K-$112K (Glassdoor est.),"Clarity Insights
4.2","Charlotte, NC",201 to 500 employees,2008.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,59,59,59.0,4.2,Clarity Insights,0,Charlotte,NC,14.0,0,na
Data Engineer,$79K-$147K (Glassdoor est.),"NCSOFT
3.1","Aliso Viejo, CA",1001 to 5000 employees,1997.0,Company - Public,Video Games,Media,$10+ billion (USD),0,0,79,79,79.0,3.1,NCSOFT,0,Aliso Viejo,CA,25.0,0,na
Data Scientist (Warehouse Automation),$79K-$127K (Glassdoor est.),"SoftBank Robotics
3.8","San Francisco, CA",201 to 500 employees,2005.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),0,0,79,79,79.0,3.8,SoftBank Robotics,0,San Francisco,CA,17.0,0,na
"Scientist, Immuno-Oncology",$62K-$119K (Glassdoor est.),"GSK
3.9","Cambridge, MA",10000+ employees,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,62,62,62.0,3.9,GSK,0,Cambridge,MA,192.0,1,na
Senior Data Scientist,$119K-$187K (Glassdoor est.),"Factual
4.3","Los Angeles, CA",51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,119,119,119.0,4.3,Factual,0,Los Angeles,CA,14.0,0,Sr
Jr. Data Scientist,$81K-$132K (Glassdoor est.),"MITRE
3.2","McLean, VA",5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),0,0,81,81,81.0,3.2,MITRE,0,McLean,VA,64.0,1,Jr
Senior Data Scientist,Employer Provided Salary:$120K-$140K,"SkySync
5.0","Ann Arbor, MI",51 to 200 employees,2011.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,1,120,120,120.0,5.0,SkySync,0,Ann Arbor,MI,11.0,0,Sr
Products Data Analyst II,$90K-$157K (Glassdoor est.),"TriNet
3.3","Dublin, CA",1001 to 5000 employees,1988.0,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),0,0,90,90,90.0,3.3,TriNet,0,Dublin,CA,34.0,0,na
Data Architect / Data Modeler,$63K-$110K (Glassdoor est.),"Medidata Solutions
4.3","New York, NY",1001 to 5000 employees,1999.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),0,0,63,63,63.0,4.3,Medidata Solutions,0,New York,NY,23.0,0,na
Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),"Central California Alliance for Health
3.5","Scotts Valley, CA",501 to 1000 employees,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,42,42,42.0,3.5,Central California Alliance for Health,0,Scotts Valley,CA,26.0,1,na
Lead Data Analyst,$32K-$62K (Glassdoor est.),"Signpost
3.9","New York, NY",201 to 500 employees,2010.0,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,32,32,32.0,3.9,Signpost,0,New York,NY,12.0,0,Sr
Data Science Engineer - Mobile,$116K-$208K (Glassdoor est.),"Adobe
4.0","San Jose, CA",10000+ employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),0,0,116,116,116.0,4.0,Adobe,0,San Jose,CA,40.0,1,na
Senior Data Scientist Oncology,$107K-$173K (Glassdoor est.),"AstraZeneca
3.9","Gaithersburg, MD",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,107,107,107.0,3.9,AstraZeneca,0,Gaithersburg,MD,109.0,1,Sr
Data Scientist,$65K-$113K (Glassdoor est.),"DatamanUSA, LLC
3.4","Olympia, WA",51 to 200 employees,-1.0,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,0,65,65,65.0,3.4,"DatamanUSA, LLC",0,Olympia,WA,-1.0,0,na
Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN",10000+ employees,1958.0,Company - Private,Gas Stations,Retail,$10+ billion (USD),0,0,69,69,69.0,3.0,Pilot Flying J Travel Centers LLC,0,Knoxville,TN,64.0,1,Sr
Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),"AstraZeneca
3.9","New York, NY",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,102,102,102.0,3.9,AstraZeneca,0,New York,NY,109.0,1,Sr
Data Engineer,$74K-$124K (Glassdoor est.),"Pinnacol Assurance
4.0","Denver, CO",501 to 1000 employees,1915.0,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,74,74,74.0,4.0,Pinnacol Assurance,0,Denver,CO,107.0,1,na
Food Scientist - Developer,$40K-$68K (Glassdoor est.),"Palermo's Pizza
3.3","Milwaukee, WI",501 to 1000 employees,1964.0,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,40,40,40.0,3.3,Palermo's Pizza,0,Milwaukee,WI,58.0,1,na
Senior Data Engineer,$76K-$142K (Glassdoor est.),"Equian LLC
3.2","Franklin, TN",1001 to 5000 employees,2004.0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,76,76,76.0,3.2,Equian LLC,0,Franklin,TN,18.0,0,Sr
Data Engineer,$76K-$142K (Glassdoor est.),"MetroStar Systems
3.4","Rockville, MD",201 to 500 employees,1999.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,76,76,76.0,3.4,MetroStar Systems,0,Rockville,MD,23.0,0,na
Senior Data Scientist,$108K-$171K (Glassdoor est.),"MathWorks
4.4","Natick, MA",1001 to 5000 employees,1984.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,108,108,108.0,4.4,MathWorks,0,Natick,MA,38.0,0,Sr
"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,202,202,202.0,3.3,Liberty Mutual Insurance,0,Chicago,IL,110.0,1,na
Machine Learning Engineer,$91K-$159K (Glassdoor est.),"Information Builders
3.2","New York, NY",1001 to 5000 employees,1975.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,91,91,91.0,3.2,Information Builders,0,New York,NY,47.0,0,na
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K (Glassdoor est.),"Novartis
3.8","Cambridge, MA",10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,80,80,80.0,3.8,Novartis,0,Cambridge,MA,26.0,1,Sr
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),"Beebe Healthcare
3.6","Millville, DE",1001 to 5000 employees,1935.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,0,21,21,21.0,3.6,Beebe Healthcare,0,Millville,DE,87.0,0,na
"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),"Audentes Therapeutics
2.9","South San Francisco, CA",201 to 500 employees,2012.0,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,49,49,49.0,2.9,Audentes Therapeutics,0,South San Francisco,CA,10.0,0,na
Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),"Advanced BioScience Laboratories
2.7","Rockville, MD",201 to 500 employees,1961.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,49,49.0,2.7,Advanced BioScience Laboratories,0,Rockville,MD,61.0,0,na
Data Scientist,$96K-$161K (Glassdoor est.),"Numeric, LLC
3.2","Philadelphia, PA",1 to 50 employees,-1.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,96,96,96.0,3.2,"Numeric, LLC",0,Philadelphia,PA,-1.0,0,na
Scientist - Analytical Services,$65K-$134K (Glassdoor est.),"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,65,65,65.0,3.1,Reynolds American,0,Winston-Salem,NC,147.0,1,na
"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",$59K-$125K (Glassdoor est.),"23andMe
4.0","South San Francisco, CA",501 to 1000 employees,2006.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,59,59,59.0,4.0,23andMe,0,South San Francisco,CA,16.0,1,Sr
Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),"National Interstate
3.3","Richfield, OH",501 to 1000 employees,1989.0,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,32,32,32.0,3.3,National Interstate,0,Richfield,OH,33.0,1,na
Sr. Data Engineer,$87K-$158K (Glassdoor est.),"Moser Consulting
4.5","Indianapolis, IN",51 to 200 employees,1996.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,0,87,87,87.0,4.5,Moser Consulting,0,Indianapolis,IN,26.0,0,Sr
Clinical Data Analyst,$27K-$48K (Glassdoor est.),"Greenway Health
3.0","Tampa, FL",1001 to 5000 employees,1977.0,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,27,27,27.0,3.0,Greenway Health,0,Tampa,FL,45.0,0,na
IT Associate Data Analyst,$39K-$69K (Glassdoor est.),"The Hanover Insurance Group
3.7","Worcester, MA",5001 to 10000 employees,1852.0,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,39,39,39.0,3.7,The Hanover Insurance Group,0,Worcester,MA,170.0,1,na
Business Data Analyst,$36K-$71K (Glassdoor est.),"Fareportal
3.8","New York, NY",1001 to 5000 employees,2002.0,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),0,0,36,36,36.0,3.8,Fareportal,0,New York,NY,20.0,0,na
Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),"TransUnion
3.9","Chicago, IL",5001 to 10000 employees,1968.0,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),0,0,107,107,107.0,3.9,TransUnion,0,Chicago,IL,54.0,1,Sr
Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),"MITRE
3.2","Hampton, VA",5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),0,0,56,56,56.0,3.2,MITRE,0,Hampton,VA,64.0,1,Sr
ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,"Mcphail Associates
3.3","Cambridge, MA",1 to 50 employees,1976.0,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,1,1,25,25,25.0,3.3,Mcphail Associates,0,Cambridge,MA,46.0,0,na
Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,80,80,80.0,3.1,Reynolds American,0,Winston-Salem,NC,147.0,1,Sr
Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),"Crown Bioscience
2.4","San Diego, CA",501 to 1000 employees,2006.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,43,43,43.0,2.4,Crown Bioscience,0,San Diego,CA,16.0,1,na
Revenue Analytics Manager,$45K-$78K (Glassdoor est.),"HOVER
4.8","San Francisco, CA",51 to 200 employees,2011.0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),0,0,45,45,45.0,4.8,HOVER,0,San Francisco,CA,11.0,0,na
Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),"Q2 Solutions
2.9","Marietta, GA",1001 to 5000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,50,50,50.0,2.9,Q2 Solutions,0,Marietta,GA,7.0,0,Sr
"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),"Q2 Solutions
2.9","Ithaca, NY",1001 to 5000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,44,44,44.0,2.9,Q2 Solutions,0,Ithaca,NY,7.0,0,na
"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,Kronos Bio,"Cambridge, MA",Unknown,-1.0,Company - Private,-1,-1,Unknown / Non-Applicable,0,1,100,100,100.0,-1.0,Kronos Bio,0,Cambridge,MA,-1.0,-1,na
IT - Data Engineer II,$61K-$119K (Glassdoor est.),"Arbella Insurance
3.4","Quincy, MA",1001 to 5000 employees,1988.0,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,61,61,61.0,3.4,Arbella Insurance,0,Quincy,MA,34.0,0,na
